County_Name,State_Name,Land_Area,Population_Density,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019
Chouteau County,Montana,10290,1.5/sq mi (0.56/km2),5813,5813,5810,5812,5932,5853,5899,5774,5780,5732,5740,5635
Custer County,Montana,9800,3.1/sq mi (1.2/km2),11699,11699,11692,11758,11798,11873,12008,12083,11843,11726,11592,11402
Daniels County,Montana,3690,1.2/sq mi (0.47/km2),1751,1751,1749,1760,1774,1777,1797,1750,1731,1722,1729,1690
Dawson County,Montana,6140,3.8/sq mi (1.5/km2),8966,8963,8950,9026,9231,9381,9505,9577,9263,8952,8680,8613
Deer Lodge County,Montana,1910,13/sq mi (4.8/km2),9298,9294,9291,9280,9215,9257,9115,9102,9057,9100,9129,9140
Fallon County,Montana,4200,1.8/sq mi (0.69/km2),2890,2890,2889,2930,3026,3047,3110,3171,3086,3004,2912,2846
Fergus County,Montana,11200,2.7/sq mi (1.0/km2),11586,11590,11585,11461,11391,11464,11329,11307,11349,11281,11117,11050
Flathead County,Montana,13180,17/sq mi (6.7/km2),90928,90927,90864,91270,91597,92935,94567,95839,97742,100091,102017,103806
Gallatin County,Montana,6740,34/sq mi (13/km2),89513,89515,89654,91375,92570,94798,97508,100882,104739,108576,111682,114434
Garfield County,Montana,12110,0.25/sq mi (0.096/km2),1206,1209,1192,1254,1244,1254,1275,1284,1299,1281,1257,1258
Glacier County,Montana,7760,4.6/sq mi (1.8/km2),13399,13399,13421,13577,13667,13789,13704,13636,13711,13732,13828,13753
Golden Valley County,Montana,3040,0.75/sq mi (0.29/km2),884,884,879,830,827,846,841,818,810,817,822,821
Granite County,Montana,4470,1.8/sq mi (0.69/km2),3079,3074,3075,3079,3042,3069,3146,3163,3286,3356,3371,3379
Hill County,Montana,7510,5.5/sq mi (2.1/km2),16096,16096,16153,16394,16396,16535,16502,16438,16448,16469,16342,16484
Jefferson County,Montana,4290,6.9/sq mi (2.7/km2),11406,11403,11407,11375,11318,11455,11502,11572,11779,11921,12094,12221
Judith Basin County,Montana,4800,1.1/sq mi (0.43/km2),2072,2072,2073,2009,2004,2000,1984,1931,1940,1945,1946,2007
Lake County,Montana,3900,17/sq mi (6.7/km2),28746,28748,28789,28977,29012,29121,29215,29457,29709,30221,30220,30458
Lewis and Clark County,Montana,8960,18/sq mi (7.0/km2),63395,63394,63577,64272,64736,65234,65703,66225,66894,67850,68622,69432
Liberty County,Montana,3700,1.6/sq mi (0.62/km2),2339,2339,2349,2379,2393,2362,2348,2391,2409,2407,2416,2337
Lincoln County,Montana,9360,5.4/sq mi (2.1/km2),19687,19683,19694,19625,19485,19424,19186,19060,19294,19556,19797,19980
McCone County,Montana,6850,0.65/sq mi (0.25/km2),1734,1734,1745,1709,1701,1715,1715,1700,1732,1698,1669,1664
Madison County,Montana,9290,2.1/sq mi (0.82/km2),7691,7691,7696,7644,7663,7674,7828,8026,8062,8291,8530,8600
Meagher County,Montana,6200,0.79/sq mi (0.30/km2),1891,1891,1878,1877,1886,1904,1856,1821,1845,1852,1857,1862
Mineral County,Montana,3160,3.5/sq mi (1.3/km2),4223,4229,4229,4220,4128,4228,4195,4192,4124,4235,4307,4397
Missoula County,Montana,6720,42/sq mi (16/km2),109299,109296,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600
Musselshell County,Montana,4840,2.4/sq mi (0.94/km2),4538,4538,4555,4747,4692,4681,4645,4628,4646,4632,4632,4633
Park County,Montana,7260,5.6/sq mi (2.1/km2),15636,15635,15596,15509,15591,15698,15919,16003,16115,16386,16648,16606
Petroleum County,Montana,4290,0.30/sq mi (0.11/km2),494,488,489,490,504,504,488,474,491,512,512,487
Phillips County,Montana,13300,0.82/sq mi (0.32/km2),4253,4252,4252,4186,4121,4159,4170,4146,4113,4113,4060,3954
Pondera County,Montana,4200,3.8/sq mi (1.4/km2),6153,6155,6160,6193,6150,6216,6138,6095,6035,5968,5960,5911
Powder River County,Montana,8540,0.53/sq mi (0.20/km2),1743,1743,1739,1739,1753,1753,1777,1768,1746,1750,1720,1682
Powell County,Montana,6020,3.0/sq mi (1.2/km2),7027,7034,7019,7084,7081,6957,6882,6799,6841,6789,6953,6890
Prairie County,Montana,4500,0.68/sq mi (0.26/km2),1179,1179,1183,1141,1141,1163,1125,1140,1159,1099,1070,1077
Ravalli County,Montana,6190,17/sq mi (6.5/km2),40212,40210,40324,40380,40576,40668,40745,41148,41918,42524,43166,43806
Richland County,Montana,5400,4.6/sq mi (1.8/km2),9746,9746,9759,10144,10780,11154,11531,11902,11408,11027,10855,10803
Roosevelt County,Montana,6100,4.4/sq mi (1.7/km2),10425,10425,10443,10497,10856,11089,11285,11417,11225,11160,11069,11004
Rosebud County,Montana,13000,1.8/sq mi (0.71/km2),9233,9235,9242,9324,9346,9298,9321,9347,9232,9205,9040,8937
Sanders County,Montana,7150,4.1/sq mi (1.6/km2),11413,11413,11395,11400,11375,11310,11313,11293,11465,11689,11847,12113
Sheridan County,Montana,4340,2.0/sq mi (0.77/km2),3384,3384,3368,3418,3550,3626,3661,3673,3608,3471,3386,3309
Silver Bow County,Montana,1860,51/sq mi (20/km2),34200,34209,34230,34405,34474,34574,34752,34691,34696,34811,34739,34915
Stillwater County,Montana,4650,5.1/sq mi (2.0/km2),9117,9096,9114,9156,9166,9255,9235,9425,9360,9419,9483,9642
Sweet Grass County,Montana,4800,2.0/sq mi (0.76/km2),3651,3651,3619,3585,3581,3658,3639,3620,3616,3676,3703,3737
Teton County,Montana,5880,2.6/sq mi (1.0/km2),6073,6071,6074,6060,6057,6051,6031,6062,6011,6091,6117,6147
Toole County,Montana,4960,2.7/sq mi (1.1/km2),5324,5324,5343,5154,5217,5121,5117,5077,4951,4860,4835,4736
Treasure County,Montana,2530,0.73/sq mi (0.28/km2),718,718,718,713,722,693,689,684,680,673,673,696
Valley County,Montana,12760,1.5/sq mi (0.56/km2),7369,7369,7378,7461,7499,7628,7627,7621,7532,7402,7406,7396
Wheatland County,Montana,3690,1.5/sq mi (0.59/km2),2168,2168,2156,2132,2091,2123,2090,2111,2130,2161,2184,2126
Wibaux County,Montana,2300,1.1/sq mi (0.44/km2),1017,1017,1008,982,1034,1101,1084,1072,1042,1018,1030,969
Yellowstone County,Montana,6820,56/sq mi (22/km2),147972,147991,148394,149772,151635,153775,155279,156529,157914,159266,160029,161300
Adams County,Nebraska,1460,56/sq mi (22/km2),31364,31367,31328,31204,31345,31527,31389,31567,31683,31808,31514,31363
Antelope County,Nebraska,2220,7.4/sq mi (2.9/km2),6685,6685,6679,6621,6550,6472,6419,6415,6345,6341,6308,6298
Arthur County,Nebraska,1850,0.6/sq mi (0.2/km2),460,460,465,468,479,454,451,451,466,455,462,463
Banner County,Nebraska,1930,0.6/sq mi (0.2/km2),690,690,691,655,684,678,670,711,716,726,725,745
Blaine County,Nebraska,1840,0.7/sq mi (0.3/km2),478,478,478,475,498,470,490,477,470,479,480,465
Boone County,Nebraska,1780,7.8/sq mi (3.0/km2),5505,5505,5511,5407,5429,5397,5357,5310,5333,5320,5241,5192
Box Butte County,Nebraska,2780,10.1/sq mi (3.9/km2),11308,11308,11275,11295,11265,11296,11298,11325,11176,10835,10733,10783
Boyd County,Nebraska,1400,3.66/sq mi (1.41/km2),2099,2099,2105,2079,2060,2016,2019,2002,1980,1955,1950,1919
Brown County,Nebraska,3160,2.47/sq mi (0.95/km2),3145,3143,3155,3098,3052,2958,2974,2982,2980,3000,2967,2955
Buffalo County,Nebraska,2510,51.4/sq mi (19.8/km2),46102,46099,46175,46824,47637,47999,48200,48578,49104,49350,49352,49659
Burt County,Nebraska,1270,13.3/sq mi (5.1/km2),6858,6858,6842,6783,6681,6570,6546,6538,6537,6531,6486,6459
Butler County,Nebraska,1520,13.8/sq mi (5.3/km2),8395,8395,8374,8256,8252,8231,8181,8058,7996,8032,8043,8016
Cass County,Nebraska,1440,47/sq mi (18/km2),25241,25241,25239,25237,25126,25295,25404,25421,25647,25935,26189,26248
Cedar County,Nebraska,1900,11.5/sq mi (4.4/km2),8852,8852,8819,8752,8699,8625,8542,8518,8604,8515,8453,8402
Chase County,Nebraska,2320,4.4/sq mi (1.7/km2),3966,3966,3966,3983,4015,3981,3981,3963,3914,3928,3937,3924
Cherry County,Nebraska,15400,0.98/sq mi (0.38/km2),5713,5713,5694,5730,5732,5755,5744,5824,5829,5790,5763,5689
Cheyenne County,Nebraska,3100,8.1/sq mi (3.1/km2),9998,9998,9968,9989,10073,10067,10113,10137,10047,9644,9282,8910
Clay County,Nebraska,1480,10.8/sq mi (4.2/km2),6542,6539,6536,6453,6384,6358,6314,6291,6135,6186,6202,6203
Colfax County,Nebraska,1070,25.7/sq mi (9.9/km2),10515,10515,10540,10566,10552,10454,10663,10717,10712,10700,10734,10709
Cuming County,Nebraska,1480,15.8/sq mi (6.1/km2),9139,9139,9160,9117,9082,9010,9017,9075,8957,8947,8935,8846
Custer County,Nebraska,6670,4.2/sq mi (1.6/km2),10939,10939,10905,10903,10844,10828,10770,10828,10824,10869,10830,10777
Dakota County,Nebraska,680,76.5/sq mi (29.5/km2),21006,21006,21034,20811,20714,20765,20547,20550,20279,20010,20002,20026
Dawes County,Nebraska,3620,6.4/sq mi (2.5/km2),9182,9182,9168,9203,9133,9062,9018,8958,8911,8888,8705,8589
Dawson County,Nebraska,2620,23.4/sq mi (9.0/km2),24326,24326,24312,24216,23977,24016,23986,23892,23779,23657,23744,23595
Deuel County,Nebraska,1100,4.3/sq mi (1.7/km2),1941,1932,1925,1957,1959,1920,1926,1910,1861,1861,1821,1794
Dixon County,Nebraska,1230,12.1/sq mi (4.7/km2),6000,6003,5988,5998,5888,5815,5760,5769,5742,5746,5700,5636
Dodge County,Nebraska,1370,69.4/sq mi (26.8/km2),36691,36685,36673,36930,36590,36497,36614,36567,36677,36789,36725,36565
Douglas County,Nebraska,850,"1,728/sq mi (667/km2)",517110,517116,518574,524167,530755,536734,543005,549029,555607,560733,566391,571327
Dundy County,Nebraska,2400,2.0/sq mi (0.8/km2),2008,2008,2008,1976,1979,1955,1863,1770,1806,1783,1764,1693
Fillmore County,Nebraska,1490,9.7/sq mi (3.7/km2),5890,5890,5871,5827,5713,5637,5604,5553,5622,5561,5535,5462
Franklin County,Nebraska,1490,5.2/sq mi (2.0/km2),3225,3225,3244,3204,3183,3063,3046,2977,2994,2974,3013,2979
Frontier County,Nebraska,2530,2.7/sq mi (1.0/km2),2756,2756,2760,2714,2719,2716,2722,2631,2645,2623,2600,2627
Furnas County,Nebraska,1860,6.6/sq mi (2.5/km2),4959,4959,4945,4915,4882,4830,4853,4831,4762,4763,4701,4676
Gage County,Nebraska,2210,25.4/sq mi (9.8/km2),22311,22311,22269,21908,21654,21767,21557,21715,21625,21621,21495,21513
Garden County,Nebraska,4410,1.1/sq mi (0.4/km2),2057,2057,2075,2062,1983,1923,1908,1916,1907,1890,1890,1837
Garfield County,Nebraska,1500,3.5/sq mi (1.4/km2),2049,2049,2035,2010,1994,2022,2000,2014,1994,1986,1974,1969
Gosper County,Nebraska,1190,4.4/sq mi (1.7/km2),2044,2044,2040,1991,2080,2017,2004,2025,2025,2028,1996,1990
Grant County,Nebraska,2010,0.8/sq mi (0.3/km2),614,614,613,634,625,633,626,646,665,649,657,623
Greeley County,Nebraska,1500,4.2/sq mi (1.6/km2),2538,2538,2546,2535,2464,2483,2483,2435,2400,2363,2355,2356
Hall County,Nebraska,1410,112.7/sq mi (43.5/km2),58607,58611,58805,59492,60095,60485,61099,61132,61353,61201,61286,61353
Hamilton County,Nebraska,1410,16.9/sq mi (6.5/km2),9124,9114,9127,9078,9040,9122,9102,9141,9158,9194,9260,9324
Harlan County,Nebraska,1430,6.2/sq mi (2.4/km2),3423,3417,3422,3436,3411,3488,3468,3441,3451,3415,3386,3380
Hayes County,Nebraska,1850,1.25/sq mi (0.48/km2),967,960,956,952,919,947,910,915,891,893,917,922
Hitchcock County,Nebraska,1800,4.0/sq mi (1.5/km2),2908,2908,2897,2857,2873,2853,2879,2879,2828,2806,2801,2762
Holt County,Nebraska,6250,4.2/sq mi (1.6/km2),10435,10435,10434,10443,10376,10380,10359,10263,10223,10182,10148,10067
Hooker County,Nebraska,1870,0.9/sq mi (0.3/km2),736,736,737,743,718,731,722,714,683,666,676,682
Howard County,Nebraska,1470,11.3/sq mi (4.4/km2),6274,6274,6279,6295,6298,6337,6353,6382,6407,6396,6457,6445
Jefferson County,Nebraska,1500,12.6/sq mi (4.9/km2),7547,7547,7522,7551,7534,7512,7300,7221,7181,7176,7098,7046
Johnson County,Nebraska,970,13.8/sq mi (5.3/km2),5217,5217,5233,5217,5186,5167,5223,5239,5213,5169,5115,5071
Kearney County,Nebraska,1340,12.7/sq mi (4.9/km2),6489,6489,6477,6547,6508,6486,6587,6558,6561,6492,6539,6495
Keith County,Nebraska,2750,7.6/sq mi (2.9/km2),8368,8371,8357,8241,8225,8158,8176,8136,8096,8070,8003,8034
Keya Paha County,Nebraska,2000,1.0/sq mi (0.4/km2),824,824,824,819,797,790,795,797,792,790,806,806
Kimball County,Nebraska,2470,3.8/sq mi (1.5/km2),3821,3821,3834,3808,3802,3694,3726,3716,3669,3568,3578,3632
Knox County,Nebraska,2870,7.6/sq mi (2.9/km2),8701,8701,8677,8575,8574,8552,8474,8468,8484,8439,8405,8332
Lancaster County,Nebraska,2170,375/sq mi (145/km2),285407,285407,286162,289914,293431,297109,302622,306096,310306,313772,316527,319090
Lincoln County,Nebraska,6640,14.1/sq mi (5.4/km2),36288,36288,36250,36030,35973,35936,35648,35501,35487,35265,35148,34914
Logan County,Nebraska,1480,1.35/sq mi (0.52/km2),763,763,772,779,785,777,767,791,792,765,755,748
Loup County,Nebraska,1470,1.07/sq mi (0.41/km2),632,628,628,617,605,587,596,606,616,604,617,664
McPherson County,Nebraska,2220,0.58/sq mi (0.22/km2),539,539,539,551,509,528,510,489,503,493,490,494
Madison County,Nebraska,1480,61.3/sq mi (23.7/km2),34876,34876,34961,35005,35084,35147,35083,34999,34979,35132,35189,35099
Merrick County,Nebraska,1260,16.3/sq mi (6.3/km2),7845,7859,7852,7760,7845,7830,7788,7805,7838,7859,7733,7755
Morrill County,Nebraska,3690,3.4/sq mi (1.3/km2),5042,5042,5039,4984,4934,4925,4918,4925,4867,4796,4674,4642
Nance County,Nebraska,1140,8.15/sq mi (3.15/km2),3735,3735,3740,3731,3674,3558,3527,3573,3561,3561,3506,3519
Nemaha County,Nebraska,1050,17.1/sq mi (6.6/km2),7248,7248,7238,7238,7152,7149,7130,7005,6973,6957,6957,6972
Nuckolls County,Nebraska,1490,7.43/sq mi (2.87/km2),4500,4500,4514,4447,4430,4384,4347,4322,4274,4269,4207,4148
Otoe County,Nebraska,1600,26/sq mi (10/km2),15740,15740,15748,15741,15689,15688,15780,15842,15950,15956,15983,16012
Pawnee County,Nebraska,1120,6.13/sq mi (2.37/km2),2773,2773,2781,2791,2791,2750,2726,2691,2699,2621,2623,2613
Perkins County,Nebraska,2290,3.3/sq mi (1.3/km2),2970,2967,2978,2944,2930,2891,2875,2932,2892,2886,2902,2891
Phelps County,Nebraska,1400,16.8/sq mi (6.5/km2),9188,9188,9183,9142,9210,9179,9162,9217,9193,9050,9006,9034
Pierce County,Nebraska,1480,12.5/sq mi (4.8/km2),7266,7266,7260,7194,7187,7180,7204,7190,7144,7093,7145,7148
Platte County,Nebraska,1750,49.2/sq mi (19.0/km2),32237,32237,32305,32512,32669,32595,32740,32876,33008,33231,33287,33470
Polk County,Nebraska,1130,12.2/sq mi (4.7/km2),5406,5402,5394,5336,5266,5242,5268,5171,5190,5309,5240,5213
Red Willow County,Nebraska,1860,15.0/sq mi (5.8/km2),11055,11055,11059,11049,11044,11053,10901,10883,10767,10760,10705,10724
Richardson County,Nebraska,1430,14.4/sq mi (5.6/km2),8363,8363,8372,8342,8283,8131,8110,8025,8004,7971,7938,7865
Rock County,Nebraska,2610,1.4/sq mi (0.5/km2),1526,1528,1524,1480,1426,1440,1449,1417,1404,1420,1351,1357
Saline County,Nebraska,1490,25.2/sq mi (9.7/km2),14200,14200,14222,14326,14416,14299,14297,14196,14228,14365,14336,14224
Sarpy County,Nebraska,620,772/sq mi (298/km2),158840,158835,159720,162568,165664,168990,171853,175173,178355,181376,184062,187196
Saunders County,Nebraska,1900,28.4/sq mi (11.0/km2),20780,20778,20869,20841,20797,20877,20860,20949,20992,21032,21274,21578
Scotts Bluff County,Nebraska,1910,49.2/sq mi (19.0/km2),36970,36970,37057,36956,36905,36853,36437,36245,36420,36160,35925,35618
Seward County,Nebraska,1480,30.1/sq mi (11.6/km2),16750,16750,16799,16705,16897,16994,17012,16994,17103,17203,17273,17284
Sheridan County,Nebraska,6320,2.17/sq mi (0.84/km2),5469,5469,5444,5360,5327,5208,5250,5216,5235,5268,5189,5246
Sherman County,Nebraska,1470,5.45/sq mi (2.10/km2),3152,3152,3164,3102,3078,3061,3034,3036,3012,3074,3044,3001
Sioux County,Nebraska,5350,0.6/sq mi (0.2/km2),1311,1311,1311,1319,1323,1330,1321,1276,1259,1195,1186,1166
Stanton County,Nebraska,1110,14/sq mi (5/km2),6129,6128,6142,6176,6091,6087,6097,5944,5975,5974,5970,5920
Thayer County,Nebraska,1490,8.8/sq mi (3.4/km2),5228,5228,5235,5170,5145,5179,5213,5129,5080,5034,5039,5003
Thomas County,Nebraska,1850,1.0/sq mi (0.4/km2),647,647,647,698,701,705,701,693,722,722,714,722
Thurston County,Nebraska,1020,18.3/sq mi (7.1/km2),6940,6939,6969,6903,6925,6872,6961,7073,7139,7196,7274,7224
Valley County,Nebraska,1470,7.4/sq mi (2.9/km2),4260,4260,4265,4228,4216,4181,4217,4168,4201,4227,4197,4158
Washington County,Nebraska,1000,53/sq mi (20/km2),20234,20232,19921,19918,19949,19851,19930,19917,20213,20328,20617,20729
Wayne County,Nebraska,1150,21.0/sq mi (8.1/km2),9595,9592,9609,9451,9499,9441,9402,9366,9379,9213,9318,9385
Webster County,Nebraska,1490,6.1/sq mi (2.4/km2),3812,3812,3809,3757,3734,3643,3645,3592,3566,3505,3534,3487
Wheeler County,Nebraska,1490,1.42/sq mi (0.55/km2),818,818,825,815,797,779,786,779,804,815,802,783
York County,Nebraska,1480,24.1/sq mi (9.3/km2),13665,13665,13669,13785,13835,13852,13917,13797,13740,13762,13748,13679
Churchill County,Nevada,12800,5.0/sq mi (1.9/km2),24877,24875,24818,24593,24245,23927,23824,23957,23904,24021,24506,24909
Clark County,Nevada,20440,240/sq mi (93/km2),1951269,1951268,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715
Douglas County,Nevada,1800,64/sq mi (25/km2),46997,47000,47037,46971,46910,46935,47373,47404,47834,48030,48489,48905
Elko County,Nevada,44500,2.8/sq mi (1.1/km2),48818,48942,49088,49442,50969,52334,52531,51728,52082,52357,52539,52778
Esmeralda County,Nevada,9280,0.22/sq mi (0.084/km2),783,784,784,770,791,847,824,830,826,843,827,873
Eureka County,Nevada,10820,0.48/sq mi (0.18/km2),1987,1987,1990,1977,1991,2049,1988,2029,1936,1946,1998,2029
Humboldt County,Nevada,24970,1.7/sq mi (0.66/km2),16528,16521,16584,16639,17071,17354,17215,17017,16795,16719,16778,16831
Lander County,Nevada,14200,1.0/sq mi (0.40/km2),5775,5775,5795,5839,5920,6060,5968,5873,5684,5579,5547,5532
Lincoln County,Nevada,27540,0.50/sq mi (0.19/km2),5345,5339,5351,5269,5371,5267,5199,5136,5154,5191,5237,5183
Lyon County,Nevada,5180,26/sq mi (9.9/km2),51980,51982,52045,51385,50971,51090,51334,51974,52707,53895,55813,57510
Mineral County,Nevada,9720,1.3/sq mi (0.48/km2),4772,4770,4786,4628,4657,4553,4469,4420,4376,4455,4544,4505
Nye County,Nevada,47090,2.4/sq mi (0.93/km2),43946,43945,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523
Pershing County,Nevada,15640,1.1/sq mi (0.43/km2),6753,6752,6737,6610,6751,6842,6702,6618,6576,6469,6685,6725
Storey County,Nevada,680,15/sq mi (5.9/km2),4010,4013,3997,3905,3838,3795,3803,3876,3986,3976,3981,4123
Washoe County,Nevada,16320,,421407,421429,421954,423996,427370,431083,436307,442453,449723,456629,464354,471519
White Pine County,Nevada,22990,1.1/sq mi (0.44/km2),10030,10026,10027,10129,10020,10046,10035,9873,9749,9651,9540,9580
Carson City,Nevada,380,350/sq mi (140/km2),55274,55269,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916
Belknap County,New Hampshire,1041,151.9/sq mi (58.6/km2),60088,60075,60101,60335,60438,60235,60285,60370,60747,60872,61145,61303
Carroll County,New Hampshire,2414,52.3/sq mi (20.2/km2),47818,47823,47826,47680,47694,47520,47433,47399,47497,48132,48754,48910
Cheshire County,New Hampshire,1830,108.2/sq mi (41.8/km2),77117,77122,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085
Coos County,New Hampshire,4648,,33055,33052,32970,32507,31978,31949,32779,32343,31916,31396,31486,31563
Grafton County,New Hampshire,4425,,89118,89139,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886
Hillsborough County,New Hampshire,2270,473.7/sq mi (182.9/km2),400721,400706,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
